Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Camden Town,51.5423045,-0.0620807,Koshi,51.541638141787715,-0.14627948790249454,Korean Restaurant
Camden Town,51.5423045,-0.0620807,Mango Shack,51.54167714891812,-0.13845912317193082,Caribbean Restaurant
Camden Town,51.5423045,-0.0620807,Kim's Vietnamese Food Hut,51.54159092303429,-0.14602518924301902,Vietnamese Restaurant
Camden Town,51.5423045,-0.0620807,Bintang Restaurant,51.543458535553675,-0.1417217854315833,Malay Restaurant
Camden Town,51.5423045,-0.0620807,Campbell's Canal Café,51.54138692394827,-0.14480147210881258,Vegetarian / Vegan Restaurant
Camden Town,51.5423045,-0.0620807,Shaka Zulu,51.541647770512746,-0.14654517581846782,African Restaurant
Camden Town,51.5423045,-0.0620807,Thanh Binh Vietnamese,51.542045158179185,-0.1460400141747037,Vietnamese Restaurant
Canonbury,51.5430358,-0.0620807,Akari,51.540630621528756,-0.09582973009562311,Japanese Restaurant
Canonbury,51.5430358,-0.0620807,El Inca Plebeyo,51.53998859119499,-0.0968242898402462,Latin American Restaurant
Canonbury,51.5430358,-0.0620807,Palmera Oasis,51.543634462022844,-0.09038422507050174,Middle Eastern Restaurant
Canonbury,51.5430358,-0.0620807,Yida Sushi,51.54667605229675,-0.09924157807255826,Sushi Restaurant
Canonbury,51.5430358,-0.0620807,Coconut Grove,51.54696316038927,-0.09863144411356332,Thai Restaurant
Canonbury,51.5430358,-0.0620807,Tootoomoo,51.54654007847199,-0.09948217845835505,Asian Restaurant
Chalk Farm,51.5441141,-0.0620807,Lemonia,51.541581740414706,-0.15690223909850906,Greek Restaurant
Chalk Farm,51.5441141,-0.0620807,Magic Falafel,51.54247,-0.14841703,Falafel Restaurant
Chalk Farm,51.5441141,-0.0620807,La Ferme,51.541389,-0.156914,French Restaurant
Chalk Farm,51.5441141,-0.0620807,Oka,51.54117194394263,-0.15722870561168686,Asian Restaurant
Chalk Farm,51.5441141,-0.0620807,Odette's,51.54069492865523,-0.15744503843938115,French Restaurant
Chalk Farm,51.5441141,-0.0620807,Tandis,51.54650115220768,-0.15768891172222083,Middle Eastern Restaurant
Chalk Farm,51.5441141,-0.0620807,Belgo,51.543446336244465,-0.15089899999998124,Belgian Restaurant
Chalk Farm,51.5441141,-0.0620807,Nando's,51.5432364,-0.1498577,Portuguese Restaurant
Chalk Farm,51.5441141,-0.0620807,Ikura,51.546866,-0.158395,Sushi Restaurant
Chalk Farm,51.5441141,-0.0620807,Cotton's Rhum Shack,51.54314314644937,-0.1496422093496441,Caribbean Restaurant
Chalk Farm,51.5441141,-0.0620807,Bar Centrale,51.5429131553183,-0.14857366798862018,Italian Restaurant
Chalk Farm,51.5441141,-0.0620807,My Restaurant By Gino D'acampo,51.5426,-0.14758185,Italian Restaurant
Chalk Farm,51.5441141,-0.0620807,Rudy's Dirty Vegan Diner,51.54248830466316,-0.14851202451109516,Vegetarian / Vegan Restaurant
Chalk Farm,51.5441141,-0.0620807,Tanakatsu,51.542396545410156,-0.1481429934501648,Japanese Restaurant
Chalk Farm,51.5441141,-0.0620807,Made In Camden,51.54357686611971,-0.152002104309348,Restaurant
Chalk Farm,51.5441141,-0.0620807,Pesantissimo,51.54077183464491,-0.1574527371071168,Italian Restaurant
Chalk Farm,51.5441141,-0.0620807,Lan Kwai Fong,51.5425,-0.147353,Restaurant
Chalk Farm,51.5441141,-0.0620807,Touro Brazilian Steakhouse,51.54661193779223,-0.15844881534576416,Brazilian Restaurant
Chalk Farm,51.5441141,-0.0620807,"J (ristorante, pizzeria, italiano)",51.54134572092921,-0.15710868090345223,Italian Restaurant
Charing Cross,51.5074975,-0.0620807,Barrafina,51.509426526936956,-0.1258944349847769,Spanish Restaurant
Charing Cross,51.5074975,-0.0620807,Thai Square,51.50765570139325,-0.1298296627585565,Thai Restaurant
Charing Cross,51.5074975,-0.0620807,Salt 'n Pepper,51.50947971393241,-0.12996822382063683,Pakistani Restaurant
Charing Cross,51.5074975,-0.0620807,Skylon,51.505998693636236,-0.11698315007379279,Restaurant
Charing Cross,51.5074975,-0.0620807,Giraffe,51.50641993323661,-0.11726100021303025,Restaurant
Chelsea,51.4875417,-0.0620807,The Ivy Chelsea Garden,51.48703516703897,-0.16937881708145142,English Restaurant
Chelsea,51.4875417,-0.0620807,Phật Phúc Noodle Bar,51.48761963217226,-0.16904402182939238,Vietnamese Restaurant
Chelsea,51.4875417,-0.0620807,Oka Chelsea,51.48622411633148,-0.1720087144878813,Japanese Restaurant
Chelsea,51.4875417,-0.0620807,Casa Manolo,51.48730248306333,-0.16916367800452567,Tapas Restaurant
Chelsea,51.4875417,-0.0620807,Sticks'n'Sushi,51.48866993683235,-0.1657134159361352,Japanese Restaurant
Chelsea,51.4875417,-0.0620807,Colombier (Le),51.49002576431831,-0.17308923587298833,French Restaurant
Chelsea,51.4875417,-0.0620807,Tom's Kitchen,51.490467902865134,-0.16810698467110774,English Restaurant
Chelsea,51.4875417,-0.0620807,Elystan Street,51.49168435333679,-0.16764038179040777,English Restaurant
Chelsea,51.4875417,-0.0620807,Benihana,51.489126171269184,-0.1644911721756323,Japanese Restaurant
Chelsea,51.4875417,-0.0620807,50 Cheyne Walk,51.483475,-0.169513,French Restaurant
Chelsea,51.4875417,-0.0620807,Big Easy Bar.B.Q & Crabshack,51.48533042645628,-0.17407732929629638,American Restaurant
Chelsea,51.4875417,-0.0620807,Restaurant Gordon Ramsay,51.485592879739315,-0.16212232187050474,French Restaurant
Chelsea,51.4875417,-0.0620807,itsu,51.49017005710528,-0.16238811531057143,Sushi Restaurant
Chinatown,51.5116803,-0.0620807,CoCo Ichibanya,51.51187523574878,-0.12780946320967984,Japanese Curry Restaurant
Chinatown,51.5116803,-0.0620807,Japan Centre,51.509760861810946,-0.13127297164342394,Japanese Restaurant
Chinatown,51.5116803,-0.0620807,J Sheekey,51.510899,-0.127797,Seafood Restaurant
Chinatown,51.5116803,-0.0620807,Dishoom,51.512383261762814,-0.12694895267486572,Indian Restaurant
Chinatown,51.5116803,-0.0620807,Randall & Aubin,51.51230184146461,-0.1339914292938638,Seafood Restaurant
Chinatown,51.5116803,-0.0620807,Barrafina,51.51397737779247,-0.13280153274536133,Tapas Restaurant
Chinatown,51.5116803,-0.0620807,Nutshell,51.509632,-0.126605,Persian Restaurant
Chinatown,51.5116803,-0.0620807,Bancone,51.50952932810332,-0.1264335499444991,Italian Restaurant
Chinatown,51.5116803,-0.0620807,Barrafina,51.509426526936956,-0.1258944349847769,Spanish Restaurant
Chinatown,51.5116803,-0.0620807,Clos Maggiore,51.511588629918286,-0.12462080179090956,French Restaurant
Chinatown,51.5116803,-0.0620807,The Barbary,51.5144455494199,-0.12637048890103447,Mediterranean Restaurant
Chinatown,51.5116803,-0.0620807,Tandoor Chop House,51.50919205694273,-0.12563829447742592,North Indian Restaurant
Chinatown,51.5116803,-0.0620807,Kanada-Ya,51.515503,-0.127539,Ramen Restaurant
Chinatown,51.5116803,-0.0620807,Punjab,51.515065633626726,-0.12680893288408193,Indian Restaurant
Chinatown,51.5116803,-0.0620807,Sticks'n'Sushi,51.511038,-0.123655,Sushi Restaurant
Clapham,51.4622924,-0.0620807,The Dairy,51.46177309241098,-0.13965749875026223,Restaurant
Clapham,51.4622924,-0.0620807,Trinity,51.46360091977565,-0.14173627327588906,French Restaurant
Clapham,51.4622924,-0.0620807,Metro Garden Restaurant & Bar,51.46160195226857,-0.13819516896776068,Mediterranean Restaurant
Clapham,51.4622924,-0.0620807,Barsito,51.46270819785013,-0.138091083472256,Tapas Restaurant
Clapham,51.4622924,-0.0620807,Counter Culture,51.461834,-0.13978499,Modern European Restaurant
Clapham,51.4622924,-0.0620807,Olives 'n' Meze,51.46261984824201,-0.13569984407928914,Turkish Restaurant
Clapham,51.4622924,-0.0620807,Zumbura,51.463885233393526,-0.14153090317731523,Indian Restaurant
Clapham,51.4622924,-0.0620807,Argan,51.46251920254483,-0.1379353974955754,Moroccan Restaurant
Clapham,51.4622924,-0.0620807,Mama Lan,51.46158222955795,-0.1386893677680702,Asian Restaurant
Clapham,51.4622924,-0.0620807,Eco,51.46243469583331,-0.1365314581165777,Italian Restaurant
Clapham,51.4622924,-0.0620807,On Cafe,51.461159936690485,-0.13606309890747068,Dim Sum Restaurant
Clapham,51.4622924,-0.0620807,Carmen Bar de Tapas,51.46168902064942,-0.13806701925677697,Tapas Restaurant
Clapham,51.4622924,-0.0620807,Mommi,51.463960234037884,-0.13240512783496444,Japanese Restaurant
Clapham,51.4622924,-0.0620807,Maharani,51.46281083930036,-0.13511455622693902,Indian Restaurant
Clapham,51.4622924,-0.0620807,Osteria dell'Arte,51.46282612580803,-0.13526468359132304,Italian Restaurant
Clapham,51.4622924,-0.0620807,The Pepper Tree,51.461192880955565,-0.13887776724494474,Thai Restaurant
Clapham,51.4622924,-0.0620807,Nando's,51.46350582,-0.13292811,Portuguese Restaurant
Clapham,51.4622924,-0.0620807,La Rueda,51.46364008517355,-0.13304941297785752,Spanish Restaurant
Clapham,51.4622924,-0.0620807,Minnow,51.462066,-0.13998,Restaurant
Clapham,51.4622924,-0.0620807,Bento Clapham,51.46017854375984,-0.13505404912142643,Japanese Restaurant
Clapham,51.4622924,-0.0620807,The Kebab Company,51.462639735012345,-0.1356774198371397,Turkish Restaurant
Clapham,51.4622924,-0.0620807,Balans Soho Society - Clapham,51.46129052333919,-0.1387063299447887,English Restaurant
Clapham,51.4622924,-0.0620807,Megan's Old Town,51.46324,-0.14087163,Restaurant
Clapham,51.4622924,-0.0620807,Gizels Kebab,51.46139696471611,-0.13856497498218115,Falafel Restaurant
Clapham,51.4622924,-0.0620807,Cafe Sol,51.463861906022345,-0.1327843136564735,Mexican Restaurant
Clapham,51.4622924,-0.0620807,Rodizio Brazil Steak House,51.46367596630477,-0.13300697611261103,Brazilian Restaurant
Clerkenwell,51.5237268,-0.0620807,Sushi Tetsu,51.52334803901865,-0.10401516642254431,Sushi Restaurant
Clerkenwell,51.5237268,-0.0620807,Dragonfly,51.524617203088816,-0.10281900716930371,Vietnamese Restaurant
Clerkenwell,51.5237268,-0.0620807,Berber & Q Shawarma Bar,51.525978,-0.108703,Middle Eastern Restaurant
Clerkenwell,51.5237268,-0.0620807,The Modern Pantry,51.522878092433004,-0.10364855819656273,Modern European Restaurant
Clerkenwell,51.5237268,-0.0620807,Luca,51.52201700365653,-0.10170250946216734,Italian Restaurant
Clerkenwell,51.5237268,-0.0620807,Morito,51.525791,-0.109069,Tapas Restaurant
Clerkenwell,51.5237268,-0.0620807,Anfa Café,51.522393429818926,-0.10204186994523017,Moroccan Restaurant
Clerkenwell,51.5237268,-0.0620807,Moro,51.525835,-0.10898,Spanish Restaurant
Clerkenwell,51.5237268,-0.0620807,Iberica,51.52083293871473,-0.10472689155151667,Spanish Restaurant
Clerkenwell,51.5237268,-0.0620807,Brothers Cafe & Restaurant,51.52186669144836,-0.11019815228088517,Middle Eastern Restaurant
Clerkenwell,51.5237268,-0.0620807,The King Of Falafel,51.52164490834291,-0.11016083018926022,Falafel Restaurant
Clerkenwell,51.5237268,-0.0620807,KIN,51.52141572497383,-0.11000547736514193,Asian Restaurant
Clerkenwell,51.5237268,-0.0620807,Mugen,51.52016682287763,-0.10433252659820336,Sushi Restaurant
Clerkenwell,51.5237268,-0.0620807,Tohbang,51.52203809726385,-0.11098225145714445,Korean Restaurant
Clerkenwell,51.5237268,-0.0620807,Anglo,51.520536328865084,-0.10935076885247969,Restaurant
Clerkenwell,51.5237268,-0.0620807,Macellaio,51.525887,-0.10887,Italian Restaurant
Clerkenwell,51.5237268,-0.0620807,St. John Bar and Restaurant,51.520437,-0.101382,English Restaurant
Clerkenwell,51.5237268,-0.0620807,Ngon Ngon,51.52207384630328,-0.10953480196633579,Vietnamese Restaurant
Clerkenwell,51.5237268,-0.0620807,The Drunken Butler,51.523719,-0.111336,French Restaurant
Clerkenwell,51.5237268,-0.0620807,Ptooch,51.520873385700426,-0.1097070818781113,Vegetarian / Vegan Restaurant
Clerkenwell,51.5237268,-0.0620807,Printworks Kitchen,51.523693081447504,-0.11127175396728099,Gluten-free Restaurant
Clerkenwell,51.5237268,-0.0620807,Paesan,51.525055,-0.110341,Italian Restaurant
Clerkenwell,51.5237268,-0.0620807,Spinach & Agushi,51.52528807411442,-0.11034841128897821,African Restaurant
Covent Garden,51.512873600000006,-0.0620807,SUSHISAMBA,51.512232067758305,-0.12237087210280448,Sushi Restaurant
Covent Garden,51.512873600000006,-0.0620807,The Delaunay,51.513181,-0.117988,Restaurant
Covent Garden,51.512873600000006,-0.0620807,Dishoom,51.512383261762814,-0.12694895267486572,Indian Restaurant
Covent Garden,51.512873600000006,-0.0620807,CoCo Ichibanya,51.51187523574878,-0.12780946320967984,Japanese Curry Restaurant
Covent Garden,51.512873600000006,-0.0620807,Punjab,51.515065633626726,-0.12680893288408193,Indian Restaurant
Covent Garden,51.512873600000006,-0.0620807,Barrafina,51.509426526936956,-0.1258944349847769,Spanish Restaurant
Covent Garden,51.512873600000006,-0.0620807,Spring,51.510966037425156,-0.1185750961303711,Restaurant
Covent Garden,51.512873600000006,-0.0620807,Kanada-Ya,51.515503,-0.127539,Ramen Restaurant
Covent Garden,51.512873600000006,-0.0620807,Roka,51.51331205048269,-0.11619353881481752,Japanese Restaurant
Covent Garden,51.512873600000006,-0.0620807,Rossodisera,51.5149688794628,-0.12694975928840724,Italian Restaurant
Covent Garden,51.512873600000006,-0.0620807,beso,51.515740021251936,-0.1261603832244873,Mediterranean Restaurant
Covent Garden,51.512873600000006,-0.0620807,Shoryu Ramen,51.51517110801305,-0.12162631873166245,Ramen Restaurant
Covent Garden,51.512873600000006,-0.0620807,Fortnum's Lodge,51.511107153136635,-0.11724931425337375,Restaurant
Covent Garden,51.512873600000006,-0.0620807,wellbeing kitchen,51.516782,-0.125907,Korean Restaurant
Covent Garden,51.512873600000006,-0.0620807,Hubbard & Bell,51.5172222,-0.1222222,Restaurant
Covent Garden,51.512873600000006,-0.0620807,Fields Bar and Kitchen,51.51595770940021,-0.11729185397782418,Restaurant
Covent Garden,51.512873600000006,-0.0620807,Chapters,51.51124582995415,-0.11583350645222744,Restaurant
Crouch End,51.5787402,-0.0620807,Nickel,51.577255,-0.12333803,Restaurant
Crouch End,51.5787402,-0.0620807,Banners,51.580752787534685,-0.12484174271134191,Caribbean Restaurant
Crouch End,51.5787402,-0.0620807,Bar Esteban,51.58089915098656,-0.12518114772492447,Spanish Restaurant
Crouch End,51.5787402,-0.0620807,Tootoomoo,51.57808940041981,-0.12458121625677257,Asian Restaurant
Crouch End,51.5787402,-0.0620807,Chicken Shop and Dirty Burger,51.57958530570414,-0.12352424981589123,American Restaurant
Crouch End,51.5787402,-0.0620807,Arocaria,51.579663142969785,-0.12315630912780762,Greek Restaurant
Crouch End,51.5787402,-0.0620807,Bistro Aix,51.58156933557031,-0.12128224033615603,French Restaurant
Crouch End,51.5787402,-0.0620807,Bufala Di Londra,51.580031,-0.123384,Italian Restaurant
Crouch End,51.5787402,-0.0620807,O's Thai Café,51.580082537313814,-0.12391655272759008,Thai Restaurant
Crouch End,51.5787402,-0.0620807,Melange,51.58121746207241,-0.12190511604999292,French Restaurant
Crouch End,51.5787402,-0.0620807,Miranda Cafe,51.581676,-0.12082212,Vegetarian / Vegan Restaurant
Crouch End,51.5787402,-0.0620807,Pandan Leaf,51.577164362353756,-0.12516651088237418,Thai Restaurant
Crouch End,51.5787402,-0.0620807,La Bota,51.581383098838636,-0.12150810323133114,Tapas Restaurant
Crouch End,51.5787402,-0.0620807,Saki,51.581464,-0.121204,Japanese Restaurant
Crouch End,51.5787402,-0.0620807,Dragon Chinese Restaurant,51.58057559558225,-0.12438372440366414,Chinese Restaurant
Crouch End,51.5787402,-0.0620807,Middeys Brasserie And Bar,51.578752,-0.123809,Restaurant
Crouch End,51.5787402,-0.0620807,Khoai Cafe,51.5804045583293,-0.12404154712829527,Vietnamese Restaurant
Crouch End,51.5787402,-0.0620807,WOW Simply Japanese,51.57780835959101,-0.12448697585288636,Japanese Restaurant
Crouch End,51.5787402,-0.0620807,Mee,51.57803965644448,-0.12451887130737305,Malay Restaurant
Crouch End,51.5787402,-0.0620807,Meghna,51.581689919490735,-0.1213914155960083,Indian Restaurant
Custom House,51.508789500000006,-0.0620807,Assenheims 56,51.50989874305696,-0.08092435852906497,South American Restaurant
Custom House,51.508789500000006,-0.0620807,La Dame de Pic,51.51034483240141,-0.07902694407504281,French Restaurant
Custom House,51.508789500000006,-0.0620807,Mei Ume,51.510025,-0.07799227,Asian Restaurant
Custom House,51.508789500000006,-0.0620807,Coppa Club,51.50795910154366,-0.07969136048557719,Restaurant
Custom House,51.508789500000006,-0.0620807,Gaucho,51.50509836995137,-0.07967889600853553,Argentinian Restaurant
Custom House,51.508789500000006,-0.0620807,The Oyster Shed,51.509080408034144,-0.0896866215071856,Seafood Restaurant
Custom House,51.508789500000006,-0.0620807,Velo Vietnamese,51.504456,-0.08301202,Vietnamese Restaurant
Dalston,51.5434023,-0.0620807,Duke of Richmond,51.54293,-0.069766,Restaurant
Dalston,51.5434023,-0.0620807,Pidgin,51.54561953777611,-0.06113843220049271,Modern European Restaurant
Dalston,51.5434023,-0.0620807,Little Duck The Picklery,51.54624673763487,-0.07072310214669468,Restaurant
De Beauvoir Town,51.539929,-0.0620807,Sweet Thursday,51.54113072763463,-0.0852039623123525,Italian Restaurant
De Beauvoir Town,51.539929,-0.0620807,Arepa & Co,51.53704712357173,-0.08014676693820937,Arepa Restaurant
Denmark Hill,51.468043,-0.0620807,Tasty House,51.47061809639869,-0.09291170380092716,Chinese Restaurant
Denmark Hill,51.468043,-0.0620807,Viet Cafe,51.4710444177932,-0.09290986290229072,Vietnamese Restaurant
Denmark Hill,51.468043,-0.0620807,Nando's,51.47178409795933,-0.0932268780619469,Portuguese Restaurant
Earls Court,51.49161229999999,-0.0620807,Addie's Thai Cafe,51.49371877476162,-0.19472971558570862,Thai Restaurant
Earls Court,51.49161229999999,-0.0620807,Masala Zone,51.49310830296149,-0.19428803676316608,Indian Restaurant
Earls Court,51.49161229999999,-0.0620807,Siam Secret,51.49274449472281,-0.19293550694467332,Thai Restaurant
Earls Court,51.49161229999999,-0.0620807,Kappa,51.49328502869243,-0.1944259588088434,Japanese Restaurant
Earls Court,51.49161229999999,-0.0620807,Maroush Bakehouse Earls Court,51.4934284204919,-0.19459979523901255,Middle Eastern Restaurant
Earls Court,51.49161229999999,-0.0620807,Nando's,51.49258833,-0.19397329,Portuguese Restaurant
Earls Court,51.49161229999999,-0.0620807,Orjowan,51.49281119283506,-0.1935818562965023,Lebanese Restaurant
Earls Court,51.49161229999999,-0.0620807,Theo's Italian,51.49188676296657,-0.19165846433871717,Italian Restaurant
Earls Court,51.49161229999999,-0.0620807,Natural Lebanese Food,51.49351504107947,-0.19509315490722656,Lebanese Restaurant
Earls Court,51.49161229999999,-0.0620807,Evoluzione,51.49481284869215,-0.19015678136381883,Italian Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Sabor Peruano,51.49288730706875,-0.10106320200506204,Peruvian Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Chatkhara,51.49288334517987,-0.09871762078900308,Indian Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Prairie Fire BBQ,51.49864991993966,-0.09894122706979928,American Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Toulouse Lautrec,51.4911278,-0.1033709,French Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Dragon Castle,51.49216091775606,-0.09818984087917434,Cantonese Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Paladar,51.4981401,-0.104369,Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,The Argentine Grill,51.498665,-0.09887863,Argentinian Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,La Bodeguita Restaurant,51.49325985997508,-0.09959869743910243,South American Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,After Taste Chinese Rest. 返寻味,51.492969785173116,-0.10063338967329089,Chinese Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Chatica,51.49324811244961,-0.09872951705345016,Arepa Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Tai Tip Mein,51.49370226550352,-0.10039275479832831,Chinese Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Aobaba,51.49127610822255,-0.09773194191663521,Vietnamese Restaurant
Elephant and Castle,51.494888399999994,-0.0620807,Koi Ramen Bar,51.492737,-0.097021535,Ramen Restaurant
Farringdon,51.520124100000004,-0.0620807,Comptoir Gascon,51.51927049089587,-0.10319208542805022,French Restaurant
Farringdon,51.520124100000004,-0.0620807,Dukan 41,51.51921125373849,-0.10904045683394921,Falafel Restaurant
Farringdon,51.520124100000004,-0.0620807,Luca,51.52201700365653,-0.10170250946216734,Italian Restaurant
Farringdon,51.520124100000004,-0.0620807,St. John Bar and Restaurant,51.520437,-0.101382,English Restaurant
Farringdon,51.520124100000004,-0.0620807,Iberica,51.52083293871473,-0.10472689155151667,Spanish Restaurant
Farringdon,51.520124100000004,-0.0620807,Sushi Tetsu,51.52334803901865,-0.10401516642254431,Sushi Restaurant
Farringdon,51.520124100000004,-0.0620807,Ask For Janice,51.5191279178009,-0.10037390033325926,Modern European Restaurant
Farringdon,51.520124100000004,-0.0620807,eatviet,51.517819693650445,-0.10510542777741909,Vietnamese Restaurant
Farringdon,51.520124100000004,-0.0620807,Anfa Café,51.522393429818926,-0.10204186994523017,Moroccan Restaurant
Farringdon,51.520124100000004,-0.0620807,Anglo,51.520536328865084,-0.10935076885247969,Restaurant
Farringdon,51.520124100000004,-0.0620807,Club Gascon,51.518541,-0.100462,French Restaurant
Farringdon,51.520124100000004,-0.0620807,The Modern Pantry,51.522878092433004,-0.10364855819656273,Modern European Restaurant
Farringdon,51.520124100000004,-0.0620807,The King Of Falafel,51.52164490834291,-0.11016083018926022,Falafel Restaurant
Farringdon,51.520124100000004,-0.0620807,Brothers Cafe & Restaurant,51.52186669144836,-0.11019815228088517,Middle Eastern Restaurant
Finsbury,51.526574200000006,-0.0620807,Berber & Q Shawarma Bar,51.525978,-0.108703,Middle Eastern Restaurant
Finsbury,51.526574200000006,-0.0620807,Morito,51.525791,-0.109069,Tapas Restaurant
Finsbury,51.526574200000006,-0.0620807,Moro,51.525835,-0.10898,Spanish Restaurant
Finsbury,51.526574200000006,-0.0620807,Dragonfly,51.524617203088816,-0.10281900716930371,Vietnamese Restaurant
Finsbury,51.526574200000006,-0.0620807,Sushi Tetsu,51.52334803901865,-0.10401516642254431,Sushi Restaurant
Finsbury,51.526574200000006,-0.0620807,Macellaio,51.525887,-0.10887,Italian Restaurant
Finsbury,51.526574200000006,-0.0620807,The Gate,51.530136542056766,-0.10537073299245699,Vegetarian / Vegan Restaurant
Finsbury,51.526574200000006,-0.0620807,Spinach & Agushi,51.52528807411442,-0.11034841128897821,African Restaurant
Finsbury,51.526574200000006,-0.0620807,Paesan,51.525055,-0.110341,Italian Restaurant
Finsbury,51.526574200000006,-0.0620807,Kolossi Grill,51.525863,-0.10981,Greek Restaurant
Finsbury,51.526574200000006,-0.0620807,The Modern Pantry,51.522878092433004,-0.10364855819656273,Modern European Restaurant
Finsbury,51.526574200000006,-0.0620807,The Drunken Butler,51.523719,-0.111336,French Restaurant
Finsbury,51.526574200000006,-0.0620807,Niche,51.52990891776221,-0.10533369373642222,Restaurant
Finsbury,51.526574200000006,-0.0620807,La Ferme,51.524828873351964,-0.11048147256951492,French Restaurant
Finsbury,51.526574200000006,-0.0620807,Printworks Kitchen,51.523693081447504,-0.11127175396728099,Gluten-free Restaurant
Finsbury,51.526574200000006,-0.0620807,Bun Cha,51.52608829714962,-0.10885755449165711,Vietnamese Restaurant
Finsbury,51.526574200000006,-0.0620807,Cielo Blanco,51.52622708149036,-0.10859026989353696,Mexican Restaurant
Finsbury,51.526574200000006,-0.0620807,Nécco,51.52617056588691,-0.10858330930192323,Japanese Restaurant
Finsbury,51.526574200000006,-0.0620807,The Pearl and Feather,51.529819224971064,-0.10510702473492381,English Restaurant
Finsbury,51.526574200000006,-0.0620807,The Zetter Bar & Lounge,51.5226548069717,-0.10354521513746875,Restaurant
Finsbury,51.526574200000006,-0.0620807,Belgo King's Cross,51.526221932012085,-0.11346523136629286,Belgian Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Dotori,51.56480186765731,-0.1050412893136036,Korean Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Pure Cyprus,51.564226007784185,-0.10803937911987305,Greek Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Pasta Remoli,51.565623935639934,-0.10812856248843382,Italian Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Osteria Tufo,51.56582103864205,-0.1101473853343282,Italian Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Salt The Radish,51.56373423477282,-0.10272335607194925,Vegetarian / Vegan Restaurant
Finsbury Park,51.564834499999996,-0.0620807,My Cottage Cafe,51.56592736482764,-0.10827925075801796,Middle Eastern Restaurant
Finsbury Park,51.564834499999996,-0.0620807,La Fabrica,51.56768655492695,-0.10915687777049161,Tapas Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Season,51.56791100948031,-0.10942810340037674,Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Petek,51.56835037799153,-0.11018047298862704,Turkish Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Le Rif,51.561935,-0.111211,Moroccan Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Q&T Vietnamese Kitchen,51.568006820819384,-0.10970912319751723,Vietnamese Restaurant
Finsbury Park,51.564834499999996,-0.0620807,Itto,51.568108,-0.109846,Asian Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Sushi Atelier,51.51939013762405,-0.1424600291908215,Sushi Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Bonnie Gull Seafood Shack,51.51934665823996,-0.14008928735069942,Seafood Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Scandinavian Kitchen,51.518806969978364,-0.1407584619952256,Scandinavian Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Roux at The Landau,51.51793233997872,-0.14365076499507268,French Restaurant
Fitzrovia,51.51876420000001,-0.0620807,HT Harris,51.518158606747825,-0.14043645222575532,Italian Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Portland Restaurant,51.51982141808416,-0.14261222723306768,Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Burger & Lobster,51.51727050476959,-0.14093635138153907,Seafood Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Clipstone Restaurant,51.520922557202105,-0.14227162548710082,Modern European Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Brazilian Gourmet,51.52181946029319,-0.14018901238453846,Brazilian Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Passyunk Avenue,51.52200783406392,-0.14053409384210572,American Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Pide,51.519274777129674,-0.13560315568635317,Turkish Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Berners Tavern,51.51669906429344,-0.13627354492200539,English Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Pied à Terre,51.51904065775898,-0.13527137391028488,French Restaurant
Fitzrovia,51.51876420000001,-0.0620807,The Ninth,51.51873116074648,-0.13498989545919507,French Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Roka,51.518991726911956,-0.13530794291545714,Japanese Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Bar Remo,51.514574423902545,-0.14240433800825497,Italian Restaurant
Fitzrovia,51.51876420000001,-0.0620807,Neat Burger,51.51458,-0.1426476,Vegetarian / Vegan Restaurant
