Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Bankside,51.508132,-0.0620807,Brindisa,51.50564847125995,-0.09118998740604416,Spanish Restaurant
Bankside,51.508132,-0.0620807,Tibits Bankside,51.50625444823699,-0.10171774700810071,Vegetarian / Vegan Restaurant
Bankside,51.508132,-0.0620807,Kirin Restaurant,51.51103949106232,-0.09220549083335147,Chinese Restaurant
Bankside,51.508132,-0.0620807,Ekachai,51.504337906112504,-0.09494617138633948,Asian Restaurant
Bankside,51.508132,-0.0620807,The Oyster Shed,51.509080408034144,-0.0896866215071856,Seafood Restaurant
Bankside,51.508132,-0.0620807,Est. India,51.503998783001855,-0.09521441727331392,Indian Restaurant
Bankside,51.508132,-0.0620807,wagamama,51.51178853208023,-0.09330553235815842,Asian Restaurant
Bankside,51.508132,-0.0620807,Lupins,51.50409,-0.09514265,English Restaurant
Bankside,51.508132,-0.0620807,Tatami Ramen,51.504302318921596,-0.09496791176638981,Ramen Restaurant
Bankside,51.508132,-0.0620807,Edu,51.50423611337946,-0.09497864389194423,Spanish Restaurant
Barbican,51.5201501,-0.0620807,Ask For Janice,51.5191279178009,-0.10037390033325926,Modern European Restaurant
Barbican,51.5201501,-0.0620807,St. John Bar and Restaurant,51.520437,-0.101382,English Restaurant
Barbican,51.5201501,-0.0620807,Luca,51.52201700365653,-0.10170250946216734,Italian Restaurant
Barbican,51.5201501,-0.0620807,Club Gascon,51.518541,-0.100462,French Restaurant
Barbican,51.5201501,-0.0620807,Comptoir Gascon,51.51927049089587,-0.10319208542805022,French Restaurant
Barbican,51.5201501,-0.0620807,Anfa Café,51.522393429818926,-0.10204186994523017,Moroccan Restaurant
Barbican,51.5201501,-0.0620807,Yum Bowl,51.52418283818258,-0.09607055712996349,Vietnamese Restaurant
Barbican,51.5201501,-0.0620807,Iberica,51.52083293871473,-0.10472689155151667,Spanish Restaurant
Barbican,51.5201501,-0.0620807,The Modern Pantry,51.522878092433004,-0.10364855819656273,Modern European Restaurant
Barbican,51.5201501,-0.0620807,Côte,51.52094285464694,-0.09249644263831096,French Restaurant
Barbican,51.5201501,-0.0620807,Osteria,51.519273252204464,-0.09371849029256492,Italian Restaurant
Barnsbury,51.5389351,-0.0620807,Iberia Georgian Restaurant,51.53954056830214,-0.1168436225901588,Caucasian Restaurant
Barnsbury,51.5389351,-0.0620807,Merkato Restaurant & Takeaway,51.53643729458507,-0.11660179645152664,Ethiopian Restaurant
Barnsbury,51.5389351,-0.0620807,Marathon Ethiopian Restaurant,51.53694014187826,-0.11666905389059454,Ethiopian Restaurant
Barnsbury,51.5389351,-0.0620807,Kaki,51.534885,-0.117029,Chinese Restaurant
Battersea,51.4707933,-0.0620807,Churrasco Chicken,51.47038393671668,-0.17201150050008,Portuguese Restaurant
Battersea,51.4707933,-0.0620807,Fish In A Tie,51.46669276992943,-0.16969435359324767,Seafood Restaurant
Battersea,51.4707933,-0.0620807,Bangkok Bay Battersea,51.47212999317204,-0.16573692607793375,Thai Restaurant
Battersea,51.4707933,-0.0620807,Antipasto & Pasta,51.471847,-0.165803,Italian Restaurant
Battersea,51.4707933,-0.0620807,Sushi Cafe,51.47154232741946,-0.16784971854258132,Japanese Restaurant
Battersea,51.4707933,-0.0620807,Banyan on Thames,51.470482353935225,-0.17858267118092447,Asian Restaurant
Battersea,51.4707933,-0.0620807,Red Pocket,51.469301578209596,-0.1789602258305436,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Gold Mine,51.51337864723379,-0.18756417306829726,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Mandarin Kitchen,51.510691312196045,-0.18706658472093635,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Santorini Taverna,51.51268242627496,-0.1882348971132198,Greek Restaurant
Bayswater,51.5122764,-0.0620807,Preto,51.513171272595194,-0.18773813475061168,Brazilian Restaurant
Bayswater,51.5122764,-0.0620807,Aubaine,51.51024822878456,-0.18764172871317225,French Restaurant
Bayswater,51.5122764,-0.0620807,Taza Kebab House,51.51132434786993,-0.18728859082787774,Kebab Restaurant
Bayswater,51.5122764,-0.0620807,LOKKANTA,51.515662568724856,-0.18965838517719047,Turkish Restaurant
Bayswater,51.5122764,-0.0620807,Halepi,51.51135600949636,-0.18300473157266517,Greek Restaurant
Bayswater,51.5122764,-0.0620807,Royal China,51.510886301495816,-0.18742182257503784,Dim Sum Restaurant
Bayswater,51.5122764,-0.0620807,Four Seasons,51.51287028047696,-0.1876298627966028,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Hafez,51.513907492238474,-0.1935000894401104,Persian Restaurant
Bayswater,51.5122764,-0.0620807,Alounak,51.51548555870652,-0.19119738835151118,Persian Restaurant
Bayswater,51.5122764,-0.0620807,Fresco,51.515749164507476,-0.18955208655013003,Falafel Restaurant
Bayswater,51.5122764,-0.0620807,Sadaf Restaurant,51.515765794959975,-0.18953261962681367,Persian Restaurant
Bayswater,51.5122764,-0.0620807,Assaggi,51.51336798334081,-0.194410724138519,Italian Restaurant
Bayswater,51.5122764,-0.0620807,Sinuhe,51.514192,-0.193647,Persian Restaurant
Bayswater,51.5122764,-0.0620807,Cocotte,51.51528863181563,-0.19295237764890363,Restaurant
Bayswater,51.5122764,-0.0620807,Kam Tong,51.51198020734945,-0.18748123527863275,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Terrace,51.5131901450005,-0.183610005999583,Restaurant
Bayswater,51.5122764,-0.0620807,New Fortune Cookie,51.51056782428448,-0.18703525011380256,Chinese Restaurant
Bayswater,51.5122764,-0.0620807,Aphrodite Taverna,51.513995,-0.193759,Greek Restaurant
Bayswater,51.5122764,-0.0620807,Nando's,51.515435963318936,-0.19116672603547824,Portuguese Restaurant
Bayswater,51.5122764,-0.0620807,Farmacy,51.515334040474336,-0.19274903215799155,Vegetarian / Vegan Restaurant
Bayswater,51.5122764,-0.0620807,Hereford Road,51.513824091611966,-0.1938209474287768,English Restaurant
Bayswater,51.5122764,-0.0620807,Kalamaras,51.51243829368327,-0.18746465074345647,Greek Restaurant
Bayswater,51.5122764,-0.0620807,Masala Zone Bayswater,51.51606519419156,-0.18774617254475745,Indian Restaurant
Bayswater,51.5122764,-0.0620807,Tiroler Hut,51.51573348472541,-0.18957198243381734,Austrian Restaurant
Bayswater,51.5122764,-0.0620807,Horapha Thai,51.51282507262527,-0.18752893233162202,Thai Restaurant
Bayswater,51.5122764,-0.0620807,Khan's Restaurant,51.51573557775592,-0.18901432783506528,Indian Restaurant
Bayswater,51.5122764,-0.0620807,Banana Tree,51.51575610522204,-0.18936770502735503,Malay Restaurant
Bayswater,51.5122764,-0.0620807,Couscous Cafe,51.513730335191376,-0.18796920776367188,African Restaurant
Bayswater,51.5122764,-0.0620807,Al Waha,51.51535545008217,-0.19200351551897504,Lebanese Restaurant
Bayswater,51.5122764,-0.0620807,C&R Izakaya,51.515686,-0.189234,Sushi Restaurant
Bayswater,51.5122764,-0.0620807,Normah Cafe,51.511,-0.187585,Malay Restaurant
Bayswater,51.5122764,-0.0620807,Phoenicia,51.513060034410564,-0.18723873090221713,Mediterranean Restaurant
Bayswater,51.5122764,-0.0620807,Maharaja,51.51193061335904,-0.18740429828614458,Indian Restaurant
Belgravia,51.4982128,-0.0620807,il Pampero,51.497419,-0.156036,Italian Restaurant
Belgravia,51.4982128,-0.0620807,Ottolenghi,51.49943385933814,-0.15676427463717071,Mediterranean Restaurant
Belgravia,51.4982128,-0.0620807,Amaya Restaurant,51.499263644426584,-0.15753974099374626,Indian Restaurant
Belgravia,51.4982128,-0.0620807,Lowndes Bar & Kitchen,51.499344966424275,-0.15808810497077913,Restaurant
Belgravia,51.4982128,-0.0620807,Céleste,51.502627896451436,-0.1526087605225853,Restaurant
Belgravia,51.4982128,-0.0620807,Sumosan Twiga,51.49897879637835,-0.15947341918945312,Japanese Restaurant
Belgravia,51.4982128,-0.0620807,olivomare,51.49631064573343,-0.14747600465497904,Seafood Restaurant
Belsize Park,51.5473926,-0.0620807,Retsina,51.54949789992985,-0.17129689985273683,Greek Restaurant
Belsize Park,51.5473926,-0.0620807,Artigiano,51.54901649083895,-0.17100099157537654,Italian Restaurant
Belsize Park,51.5473926,-0.0620807,Chez Bob,51.551016348500816,-0.16571108248584682,American Restaurant
Belsize Park,51.5473926,-0.0620807,PAPA DEL'S,51.54828436937687,-0.17216282816611161,Italian Restaurant
Belsize Park,51.5473926,-0.0620807,Hazara,51.549585167139256,-0.17118853328345635,Indian Restaurant
Belsize Park,51.5473926,-0.0620807,Jamon Jamon,51.550300418914404,-0.1646504763803945,Tapas Restaurant
Belsize Park,51.5473926,-0.0620807,Bradley's,51.543964407696144,-0.1728415609552195,French Restaurant
Belsize Park,51.5473926,-0.0620807,Tish,51.550653217917265,-0.16498195838565832,Israeli Restaurant
Belsize Park,51.5473926,-0.0620807,Paradiso,51.54576645500857,-0.16391842593824965,Italian Restaurant
Belsize Park,51.5473926,-0.0620807,The Curry Manjill,51.545960234301205,-0.1621830697682568,Indian Restaurant
Bermondsey,51.4970125,-0.0620807,Cantinho da Maya,51.49876671614468,-0.058846858034987314,Brazilian Restaurant
Bermondsey,51.4970125,-0.0620807,Japindo,51.49874093205115,-0.06749286354492272,Indonesian Restaurant
Blackfriars,51.5115854,-0.0620807,Falafel,51.513237443617705,-0.10147347513020413,Falafel Restaurant
Blackfriars,51.5115854,-0.0620807,Assenheim 56,51.51350724450921,-0.10275160169272117,South American Restaurant
Blackfriars,51.5115854,-0.0620807,CHAO!NOW,51.512873133590226,-0.10120604989103851,Vietnamese Restaurant
Blackfriars,51.5115854,-0.0620807,Indian City,51.513860142357416,-0.10433147881697381,Indian Restaurant
Blackfriars,51.5115854,-0.0620807,Camino,51.513127961866225,-0.10310769920200838,Tapas Restaurant
Blackfriars,51.5115854,-0.0620807,The Fat Bear,51.51317310993627,-0.10126367347275944,American Restaurant
Blackfriars,51.5115854,-0.0620807,Pilpel,51.51442009893583,-0.10722533661165626,Falafel Restaurant
Blackfriars,51.5115854,-0.0620807,Vita Mojo,51.513058,-0.10011479,Modern European Restaurant
Blackfriars,51.5115854,-0.0620807,Mangio,51.51252378066168,-0.09829163765233369,Italian Restaurant
Blackfriars,51.5115854,-0.0620807,Coco di Mama,51.51422738173293,-0.10540321888831732,Italian Restaurant
Blackfriars,51.5115854,-0.0620807,Miyama,51.51248726441015,-0.09864281084208461,Japanese Restaurant
Blackfriars,51.5115854,-0.0620807,"OXO Tower Restaurant, Bar and Brasserie",51.50838386,-0.10851596,Restaurant
Blackfriars,51.5115854,-0.0620807,Casella,51.513801824699826,-0.10627690703554356,Italian Restaurant
Blackfriars,51.5115854,-0.0620807,Oxo Tower Restaurant,51.50853930202623,-0.1080974000513004,English Restaurant
Blackfriars,51.5115854,-0.0620807,Sea Containers Restaurant,51.50853545346993,-0.10730981826782225,Seafood Restaurant
Blackfriars,51.5115854,-0.0620807,Tempio,51.51176872325754,-0.10798359584319392,Italian Restaurant
Blackfriars,51.5115854,-0.0620807,Wasabi,51.514231593799224,-0.10737337081563261,Sushi Restaurant
Blackfriars,51.5115854,-0.0620807,itsu,51.51426577365584,-0.10606570489165354,Sushi Restaurant
Blackfriars,51.5115854,-0.0620807,My Pasta Bar by Gino D’Acampo,51.51423094357959,-0.10954231133039444,Italian Restaurant
Bloomsbury,51.523126,-0.0620807,Pitted Olive,51.52636858751076,-0.12562325774893196,Turkish Restaurant
Bloomsbury,51.523126,-0.0620807,The King of Falafel,51.526022,-0.123466,Falafel Restaurant
Bloomsbury,51.523126,-0.0620807,Norfolk Arms,51.52658920505012,-0.125201713703331,Tapas Restaurant
Bloomsbury,51.523126,-0.0620807,Chilli Cool,51.52670267093771,-0.12475132783707873,Szechuan Restaurant
Bloomsbury,51.523126,-0.0620807,Macellaio RC,51.520295,-0.130751,Italian Restaurant
Bloomsbury,51.523126,-0.0620807,Number Twelve,51.52655432084836,-0.12983327138941578,Restaurant
Brixton,51.4568044,-0.0620807,Naughty Piglets,51.455218020677385,-0.1132756175685482,Modern European Restaurant
Brixton,51.4568044,-0.0620807,Gremio de Brixton,51.45985792818611,-0.11603766032885382,Tapas Restaurant
Brixton,51.4568044,-0.0620807,Bamboula,51.461013667426755,-0.11655780613233005,Caribbean Restaurant
Brixton,51.4568044,-0.0620807,Curry Paradise,51.45505037594604,-0.11942077746729092,Indian Restaurant
Brompton,51.4918222,-0.0620807,Wright Brothers,51.4930904374774,-0.17633369540169347,Seafood Restaurant
Brompton,51.4918222,-0.0620807,Yashin Ocean House,51.4910923969839,-0.18044732547726297,Japanese Restaurant
Brompton,51.4918222,-0.0620807,Dozo Sushi,51.492850105308385,-0.1767887397393727,Sushi Restaurant
Brompton,51.4918222,-0.0620807,Macellaio,51.49266314498247,-0.1774370852902796,Italian Restaurant
Brompton,51.4918222,-0.0620807,go,51.49319121044624,-0.17599327554412406,Vietnamese Restaurant
Brompton,51.4918222,-0.0620807,Bosphorus Kebab,51.49312049484213,-0.17617260103539903,Kebab Restaurant
Brompton,51.4918222,-0.0620807,Rocca di Papa,51.492901944738456,-0.1765585100789073,Italian Restaurant
Brompton,51.4918222,-0.0620807,Cambio de Tercio,51.490839741809936,-0.18364407328417248,Tapas Restaurant
Brompton,51.4918222,-0.0620807,Colombier (Le),51.49002576431831,-0.17308923587298833,French Restaurant
Brompton,51.4918222,-0.0620807,Margaux,51.49078283907111,-0.1827620025641484,French Restaurant
Brompton,51.4918222,-0.0620807,Bombay Brasserie,51.49381913690023,-0.18292278643334087,Indian Restaurant
Brompton,51.4918222,-0.0620807,Lucio,51.489011342676015,-0.17611053191821727,Italian Restaurant
Brompton,51.4918222,-0.0620807,CERU South Kensington,51.49346632544011,-0.17616071676248207,Middle Eastern Restaurant
Brompton,51.4918222,-0.0620807,Apero,51.49418026514761,-0.17556667867530154,Mediterranean Restaurant
Brompton,51.4918222,-0.0620807,Daquise,51.49471403458199,-0.17349400987704336,Polish Restaurant
Brompton,51.4918222,-0.0620807,Tendido Cero,51.49085460386166,-0.18389309751862593,Tapas Restaurant
Brompton,51.4918222,-0.0620807,El Gaucho,51.49359305819835,-0.1750416653481694,Argentinian Restaurant
Brompton,51.4918222,-0.0620807,Zheng Chelsea,51.491584,-0.171929,Asian Restaurant
Brompton,51.4918222,-0.0620807,Fait Maison,51.4936753561844,-0.1822507381439209,Mediterranean Restaurant
Brompton,51.4918222,-0.0620807,Tombo,51.494996658149226,-0.17391484062547222,Japanese Restaurant
Brompton,51.4918222,-0.0620807,PJ's Bar & Grill,51.49155674850069,-0.1721372222484387,American Restaurant
Brompton,51.4918222,-0.0620807,Patara,51.491540421272155,-0.1720569151636812,Thai Restaurant
Brompton,51.4918222,-0.0620807,Comptoir Libanais,51.49468077194512,-0.18267487201324994,Lebanese Restaurant
Brompton,51.4918222,-0.0620807,Pierino,51.49504296160842,-0.17389074675310143,Italian Restaurant
Brompton,51.4918222,-0.0620807,Olives Restaurant and Bar,51.49396189804906,-0.18229398672898514,Restaurant
Brompton,51.4918222,-0.0620807,Casa Brindisa,51.49495557030171,-0.1734965162082572,Tapas Restaurant
Brompton,51.4918222,-0.0620807,Zee Zain,51.49515,-0.17386314,Indian Restaurant
Camberwell,51.4745706,-0.0620807,Silk Road,51.4738195178106,-0.0892841684333542,Xinjiang Restaurant
Camberwell,51.4745706,-0.0620807,FM Mangal,51.47381963065321,-0.08940421137211664,Turkish Restaurant
Camberwell,51.4745706,-0.0620807,Nandine,51.473923,-0.089614615,Middle Eastern Restaurant
Camberwell,51.4745706,-0.0620807,Caravaggio,51.473932213286865,-0.08938251483507732,Italian Restaurant
Camberwell,51.4745706,-0.0620807,Falafel,51.47392975819542,-0.09026450525384527,Falafel Restaurant
Camberwell,51.4745706,-0.0620807,Zeret Kitchen,51.47862558552337,-0.09437835211676653,Ethiopian Restaurant
Camberwell,51.4745706,-0.0620807,Vineyard Greek Taverna,51.47360011480466,-0.08885790103116477,Greek Restaurant
Camberwell,51.4745706,-0.0620807,Falafel And Shawarma,51.474045,-0.09030763,Middle Eastern Restaurant
Camberwell,51.4745706,-0.0620807,Van Hing,51.473897684667335,-0.0898788283391851,Vietnamese Restaurant
Camberwell,51.4745706,-0.0620807,Golden Grill,51.47411797219679,-0.09289607516702363,Kebab Restaurant
Camberwell,51.4745706,-0.0620807,Viet Cafe,51.4710444177932,-0.09290986290229072,Vietnamese Restaurant
Camberwell,51.4745706,-0.0620807,Nando's,51.47178409795933,-0.0932268780619469,Portuguese Restaurant
Camberwell,51.4745706,-0.0620807,Tasty House,51.47061809639869,-0.09291170380092716,Chinese Restaurant
Camberwell,51.4745706,-0.0620807,Wuli Wuli,51.47404214823751,-0.09104713581506388,Szechuan Restaurant
Camberwell,51.4745706,-0.0620807,New Dewaniam,51.47618004710494,-0.09847110334968787,Indian Restaurant
Camberwell,51.4745706,-0.0620807,Lamoon,51.47209884762519,-0.09308092718313395,Chinese Restaurant
Camberwell,51.4745706,-0.0620807,Indiaah,51.47159636453626,-0.0930612752686487,Indian Restaurant
Camden Town,51.5423045,-0.0620807,Domo94 Italian Restaurant,51.54142734092134,-0.13872673016379344,Italian Restaurant
Camden Town,51.5423045,-0.0620807,Crêpes à la carte,51.54451,-0.141316,French Restaurant
Camden Town,51.5423045,-0.0620807,Casa Tua,51.541589421536244,-0.13816670533876785,Italian Restaurant
Camden Town,51.5423045,-0.0620807,Lemongrass,51.542472,-0.139018,Asian Restaurant
Camden Town,51.5423045,-0.0620807,Guanabana,51.54332553091554,-0.1419303736196467,Caribbean Restaurant
Camden Town,51.5423045,-0.0620807,Mildred's Camden,51.54055998754959,-0.14493850895918803,Vegetarian / Vegan Restaurant
Camden Town,51.5423045,-0.0620807,Anima e Cuore,51.5445602934315,-0.14143540779608132,Italian Restaurant
Camden Town,51.5423045,-0.0620807,Woody Grill,51.53945856444053,-0.14202122275020043,Middle Eastern Restaurant
Camden Town,51.5423045,-0.0620807,Ramo Ramen,51.545388,-0.141693,Ramen Restaurant
Camden Town,51.5423045,-0.0620807,What The Pitta,51.537937,-0.14037676,Kebab Restaurant
Camden Town,51.5423045,-0.0620807,The Mac Factory,51.54114055967812,-0.14638872512955584,American Restaurant
